query,id,query_item_rank,price,impressionCount,clickCount,category,brand,title
탄산수,169463,45,9860,6720,188,기타탄산음료,,"씨그램 라임 스파클링 워터, 345ml, 24개"
탄산수,169464,27,9000,26855,187,탄산수,,"산타비토리아 탄산수, 1.5L, 6개입"
탄산수,171271,38,12900,12938,172,기타탄산음료,,"풀무원 스파클링 아일랜드 제주블라썸, 340ml, 20개입"
탄산수,169466,34,14900,13527,128,탄산수,,"샤로티 스파클링 워터, 250ml, 12개입"
탄산수,169467,101,8950,3733,116,탄산수,,"일화 초정탄산수, 190ml, 30개입"
탄산수,169468,107,6010,14564,109,탄산수,,"도비아 탄산수 330ml, 4개"
탄산수,169469,54,14590,7115,108,기타탄산음료,,"샤로티 스파클링 레몬 앤드 라임향 탄산수, 250ml, 12개입"
탄산수,169470,33,14500,13765,83,기타탄산음료,,"초정탄산수 2종 세트, 탄산수 자몽 500ml 10개 + 플레인 500ml 10개, 1세트"
탄산수,169471,79,11900,7350,67,기타탄산음료,,"풀무원 스파클링 아일랜드 자몽, 340ml, 20개입"
탄산수,171279,72,28810,8838,65,기타탄산음료,,"페리에 탄산음료 라임 500ml, 24개"
탄산수,169473,106,9900,4931,58,기타탄산음료,,"초정 탄산수 탄산음료 유자, 355ml, 24개입"
탄산수,172521,113,21800,5992,55,기타탄산음료,,롯데칠성 트레비 탄산음료 레몬 280ml 16개
탄산수,169475,100,10350,2380,49,탄산수,,"초정탄산수 플레인, 355ml, 24개"
탄산수,169476,104,8820,3208,47,기타탄산음료,,"초정탄산수 그린애플, 355ml, 24개입"
탄산수,169477,108,15320,2716,40,기타탄산음료,,"하이드로 스파클링 크렌베리 탄산수, 300ml, 24개"
탄산수,171296,82,13070,5970,38,기타탄산음료,,"풀무원 스파클링 아일랜드 라임, 340ml, 20개입"
탄산수,169479,118,20040,4143,38,에이드,,"로리나 스파클링 오렌지에이드, 330ml, 12개입"
트레비,172513,2,8800,9426,1828,기타탄산음료,트레비,"트레비 자몽 탄산음료, 300ml, 20개입"
트레비,172491,3,14200,13873,1248,기타탄산음료,트레비,"트레비 라임 탄산음료, 500ml, 20개"
트레비,172515,3,14030,6836,789,기타탄산음료,트레비,"트레비 탄산수 레몬맛, 500ml, 20개"
트레비,172516,3,13210,11979,750,기타탄산음료,트레비,"트레비 라임 음료, 400ml, 20개입"
트레비,172517,4,13690,12788,741,기타탄산음료,트레비,"트레비 레몬 탄산음료, 400ml, 20개"
트레비,172514,6,14030,11355,647,탄산수,트레비,"트레비 플레인 페트, 500ml, 20개"
트레비,172496,6,13900,6813,511,기타탄산음료,트레비,"트레비 자몽, 500ml, 20개"
트레비,172518,9,14810,8688,170,탄산수,트레비,"트레비 탄산 워터, 500ml, 20개입"
트레비,172521,18,21800,4666,39,기타탄산음료,트레비,롯데칠성 트레비 탄산음료 레몬 280ml 16개
트레비,172520,10,21800,5884,36,기타탄산음료,트레비,"트레비 라임, 280ml, 16개"
트레비,172500,14,6790,1536,5,나사조립블록,트레비,"영아트 조립완구 어드벤처 트레비 52피스, 혼합 색상"
트레비,172501,11,13250,1298,3,쿠션커버,트레비,"이브잠 트레비 등쿠션커버, 그린, 50 x 110 cm"
트레비,172502,18,18460,1187,2,레고호환블록,트레비,"아토블럭 블럭 트레비 분수, 혼합 색상"
트레비,172503,17,13250,875,2,쿠션커버,트레비,"이브잠 트레비 등쿠션커버, 그레이, 50 x 110 cm"
트레비,172504,20,11600,929,1,직소퍼즐,트레비,"다모아 시험관 직소퍼즐 트레비분수, 180피스, 혼합 색상"
트레비,172505,16,13250,873,1,쿠션커버,트레비,"이브잠 트레비 등쿠션커버, 블랙, 50 x 110 cm"
트레비,172506,20,11900,877,0,직소퍼즐,트레비,"다모아 시험관 직소퍼즐 트레비분수, 204피스, 혼합 색상"
트레비,172507,13,10500,1366,0,직소퍼즐,트레비,"다모아 시험관퍼즐 트레비분수의밤, 150피스, 혼합 색상"
트레비,172508,15,12300,867,0,직소퍼즐,트레비,"다모아 시험관 퍼즐 트레비분수, 234피스, 혼합 색상"
트레비,172509,13,10500,1396,0,직소퍼즐,트레비,"다모아 시험관퍼즐 트레비분수, 150피스, 혼합 색상"
트레비,172510,19,11600,876,0,직소퍼즐,트레비,"다모아 시험관 직소퍼즐 트레비분수의밤, 180피스, 혼합 색상"
트레비,172511,17,12300,886,0,직소퍼즐,트레비,"다모아 시험관 퍼즐 트레비분수의밤, 234피스, 혼합 색상"
트레비,172512,128,1550,595,0,기타 쌈채소,트레비,"[로켓프레시] 친환경 트레비소, 100g"
하기스,182030,2,42630,13328,1040,밴드형,하기스,"하기스 2018 매직핏 밴드형 기저귀 남녀공용 중형 3단계(7~11kg), 180매"
하기스,182215,1,31900,14904,905,팬티형,하기스,"하기스 2018 보송보송 팬티형 기저귀 아동공용 특대형 5단계(13~18kg), 104매"
하기스,181993,3,41900,11911,728,밴드형,하기스,"하기스 매직핏 밴드형 기저귀 아동공용 소형 2단계(4~8kg), 192매"
하기스,182212,4,44050,11872,543,팬티형,하기스,"하기스 매직핏 팬티형 기저귀 남아용 특대형 5단계(13~18kg), 120매"
하기스,182198,6,46330,10603,443,팬티형,하기스,"하기스 매직핏팬티 기저귀 여아용 대형 4단계(10~14kg), 144매"
하기스,182047,5,31900,9724,420,팬티형,하기스,"하기스 2018 보송보송 팬티형 기저귀 남여공용 대형 4단계(10~14kg), 124매"
하기스,182033,8,33520,8245,403,밴드형,하기스,"하기스 맥스드라이 밴드형 기저귀 아동공용 중형 3단계(7~11kg), 132매"
하기스,182213,7,47010,9555,384,팬티형,하기스,"하기스 2018 매직핏 팬티형 기저귀 여아용 특대형 5단계(13~18kg), 120매"
하기스,182045,7,41680,8239,381,밴드형,하기스,"하기스 매직핏 밴드형 기저귀 남여공용 대형 4단계(10~14kg), 144매"
하기스,182031,9,32900,6577,259,밴드형,하기스,"하기스 보송보송 밴드형 기저귀 아동공용 중형 3단계(7~11kg), 186매"
하기스,182214,12,27970,4989,253,팬티형,하기스,"하기스 매직핏 리미티드 팬티형 기저귀 아동공용 특대형 5단계(13~18 kg), 80개"
하기스,181963,10,33030,6820,230,팬티형,하기스,"하기스 2018 보송보송 팬티형 기저귀 아동공용 점보 6단계(17kg~), 88매"
하기스,182204,14,43660,5792,214,팬티형,하기스,"하기스 2018 매직핏 팬티형 기저귀 남아용 대형 4단계(10~14kg), 144매"
하기스,181958,15,41900,4220,202,밴드형,하기스,"하기스 2018 매직핏 기저귀 남녀공용 밴드형 남여공용 신생아용 1단계(3~4.5kg), 210매"
하기스,182216,14,35510,4083,146,팬티형,하기스,"하기스 맥스드라이 팬티형 기저귀 남아용 특대형 5단계(13~18kg), 80매"
하기스,182075,12,35510,3772,122,팬티형,하기스,"하기스 맥스드라이 팬티형 기저귀 여아용 특대형 5단계(13~18kg), 80매"
하기스,182207,16,27630,2489,116,팬티형,하기스,"하기스 매직핏 팬티형 기저귀 남여공용 대형 4단계(10~14 kg), 96매"
하기스,182052,17,34870,3216,111,밴드형,하기스,"하기스 맥스드라이 밴드형 기저귀 아동공용 대형 4단계(10~14kg), 108매"
하기스,182199,26,49590,2656,89,팬티형,하기스,"하기스 2018 매직핏 꿀벅지 팬티형 기저귀 아동공용 중형 3단계 플러스(8~11kg), 184매"
하기스,182056,31,35500,3243,87,팬티형,하기스,"하기스 맥스드라이 팬티형 기저귀 여아용 대형 4단계(10~14kg), 96매"
하기스,181994,18,33390,2658,82,밴드형,하기스,"하기스 보송보송 밴드형 기저귀 아동공용 소형 2단계(4~8kg), 228매"
하기스,182172,19,36570,1986,78,팬티형,하기스,"하기스 네이처메이드 팬티형 기저귀 아동공용 대형 4단계 (10~14 kg), 96매"
하기스,182049,33,33390,3386,76,밴드형,하기스,"하기스 보송보송 밴드형 기저귀 아동공용 대형 4단계(10~14kg), 156매"
하기스,182180,35,37010,2026,75,팬티형,하기스,"하기스 네이처메이드 팬티형 기저귀 아동공용 특대형 5단계(13~18 kg), 80매"
하기스,182136,29,42870,1544,72,밴드형,하기스,"하기스 네이처메이드 밴드형 기저귀 남아용 소형 2단계(4~8kg), 156매"
하기스,182200,24,50900,2609,70,팬티형,하기스,"하기스 매직 핏 팬티 꿀벅지 아동공용 대형 4단계 플러스(10~14kg), 152매"
하기스,182072,36,48900,2782,60,밴드형,하기스,"하기스 매직 핏 밴드형 기저귀 아동공용 특대형 5단계(12~16kg), 138매"
하기스,182176,20,42400,1960,58,팬티형,하기스,"하기스 네이처메이드 팬티형 기저귀 여아용 특대형 5단계(13~18kg), 80매"
하기스,182078,39,35250,2862,58,팬티형,하기스,"하기스 2018 에어솔솔 썸머 팬티형 기저귀 남아용 5단계(13~18kg), 80매"
하기스,182165,18,38830,1624,52,밴드형,하기스,"하기스 네이처메이드 밴드형 기저귀 남아용 중형 3단계(7~11kg), 132매"
하기스,182073,25,34590,2696,52,밴드형,하기스,"하기스 보송보송 밴드형 기저귀 아동공용 특대형 5단계(12~16kg), 138매"
하기스,182206,24,50900,2470,51,팬티형,하기스,"하기스 2018 매직핏 팬티형 기저귀 남아용 점보형 6단계(17kg ~ ), 104매"
하기스,181974,32,35510,1918,49,팬티형,하기스,"하기스 맥스드라이 팬티형 기저귀 남아용 점보형 6단계(17kg~), 68매"
하기스,182151,28,42400,1989,42,팬티형,하기스,"하기스 네이처메이드 팬티형 기저귀 남아용 점보형 6단계(17kg~), 68매"
하기스,182205,51,27970,1336,40,팬티형,하기스,"하기스 매직핏 팬티형 기저귀 아동공용 중형 3단계(8~11 kg), 116개"
하기스,182157,34,43500,980,40,밴드형,하기스,"하기스 네이처메이드 밴드형 기저귀 여아용 소형 2단계(4~8kg), 156매"
하기스,182032,45,48900,1131,37,밴드형,하기스,"하기스 2018 매직핏 꿀벅지 밴드형 기저귀 아동공용 중형 3단계 플러스(7~11kg), 198매"
하기스,182166,46,42390,1356,36,팬티형,하기스,"하기스 네이처메이드 팬티형 기저귀 여아용 대형 4단계(10~14kg), 96매"
하기스,182058,24,35510,1741,34,팬티형,하기스,"하기스 맥스드라이 팬티형 기저귀 남아용 대형 4단계(10~14kg), 96매"
하기스,182202,38,47900,1809,33,팬티형,하기스,"하기스 매직 핏 팬티 여아용 중형 3단계(8~11kg), 184매"
